Lk,Rl,x,y
0,11,1.000000999999999e-08,0.00011274427
0,11,1.000002999999997e-08,0.00016880971
0,11,1.00000999999999e-08,0.00016880971
0,11,1.0000103999999896e-08,5.667882e-05
0,11,1.0000111999999889e-08,6.1337226e-07
0,11,1.0009499999998504e-08,6.1337226e-07
0,11,1.0010000000000002e-08,6.1337226e-07
20,1,0.0,5.919259e-07
20,1,1.0063107199787383e-09,5.919259e-07
20,1,2.030310719978806e-09,5.919259e-07
20,1,3.0543107199786967e-09,5.919259e-07
20,1,4.078310719978734e-09,5.919259e-07
20,1,5.102310719979048e-09,5.919259e-07
20,1,6.126310719979362e-09,5.919259e-07
20,1,7.150310719979676e-09,5.919259e-07
20,1,8.174310719979392e-09,5.919259e-07
20,1,9.198310719978859e-09,5.919259e-07
20,1,1e-08,5.919259e-07
20,1,1.000019999800002e-08,9.264666e-07
20,1,1.000039999600104e-08,1.2613397e-06
20,1,1.0001907990927445e-08,3.7300974e-06
20,1,1.0003415985853849e-08,6.021044e-06
20,1,1.0004415985853848e-08,7.3843585e-06
20,1,1.0005415985853848e-08,8.60238e-06
20,1,1.0006415985853847e-08,9.671305e-06
20,1,1.0007415985853847e-08,1.059609e-05
20,1,1.0008415985853846e-08,1.1387245e-05
20,1,1.0009415985853846e-08,1.2058197e-05
20,1,1.0010415985853845e-08,1.2623383e-05
20,1,1.0011415985853845e-08,1.3097e-05
20,1,1.0012415985853844e-08,1.3492292e-05
20,1,1.0013415985853844e-08,1.382119e-05
20,1,1.0014415985853843e-08,1.4094186e-05
20,1,1.0015415985853843e-08,1.4320357e-05
20,1,1.0016415985853842e-08,1.4507463e-05
20,1,1.0018415985853841e-08,1.4789697e-05
20,1,1.002041598585384e-08,1.4981781e-05
20,1,1.0022415985853839e-08,1.5112236e-05
20,1,1.0024415985853838e-08,1.5178703e-05
20,1,1.0204415985853744e-08,1.5052171e-05
20,1,1.1228415985853211e-08,1.4327317e-05
20,1,1.2252415985852678e-08,1.3645462e-05
20,1,1.3276415985852145e-08,1.3004123e-05
20,1,1.4300415985851613e-08,1.2400851e-05
20,1,1.532441598585178e-08,1.1833268e-05
20,1,1.634841598585294e-08,1.1299089e-05
20,1,1.7372415985854102e-08,1.0796136e-05
20,1,1.8396415985855263e-08,1.03223465e-05
20,1,1.9420415985856424e-08,9.87578e-06
20,1,2.0444415985857585e-08,9.454619e-06
20,1,2.1468415985858746e-08,9.057163e-06
20,1,2.2492415985859907e-08,8.681828e-06
20,1,2.351641598586107e-08,8.327141e-06
20,1,2.454041598586223e-08,7.991734e-06
20,1,2.556441598586339e-08,7.674335e-06
20,1,2.6588415985864552e-08,7.3737697e-06
20,1,2.7612415985865713e-08,7.088946e-06
20,1,2.8636415985866874e-08,6.818853e-06
20,1,2.9660415985868035e-08,6.562554e-06
20,1,3.067240798592091e-08,6.3219645e-06
20,1,3.169640798592207e-08,6.0905772e-06
20,1,3.2720407985923234e-08,5.8705755e-06
20,1,3.3744407985924396e-08,5.6612666e-06
20,1,3.4768407985925557e-08,5.462009e-06
20,1,3.579240798592672e-08,5.2722053e-06
20,1,3.681640798592788e-08,5.0913022e-06
20,1,3.784040798592904e-08,4.9187834e-06
20,1,3.88644079859302e-08,4.7541703e-06
20,1,3.988840798593136e-08,4.597016e-06
20,1,4.0912407985932523e-08,4.4469043e-06
20,1,4.1936407985933685e-08,4.303448e-06
20,1,4.2960407985934846e-08,4.166284e-06
20,1,4.398440798593601e-08,4.0350747e-06
20,1,4.500840798593717e-08,3.9095044e-06
20,1,4.603240798593833e-08,3.7892767e-06
20,1,4.705640798593949e-08,3.674115e-06
20,1,4.808040798594065e-08,3.56376e-06
20,1,4.910440798594181e-08,3.4579684e-06
20,1,5.0128407985942974e-08,3.3565123e-06
20,1,5.1152407985944135e-08,3.259177e-06
20,1,5.2176407985945296e-08,3.1657612e-06
20,1,5.320040798594646e-08,3.0760755e-06
20,1,5.422440798594762e-08,2.9899415e-06
20,1,5.524840798594878e-08,2.9071916e-06
20,1,5.627240798594994e-08,2.8276672e-06
20,1,5.72964079859511e-08,2.751219e-06
20,1,5.832040798595226e-08,2.677706e-06
20,1,5.9344407985953424e-08,2.6069956e-06
20,1,6.036840798595458e-08,2.5389616e-06
20,1,6.139240798595574e-08,2.473485e-06
20,1,6.24164079859569e-08,2.4104536e-06
20,1,6.344040798595806e-08,2.3497605e-06
20,1,6.446440798595922e-08,2.2913048e-06
20,1,6.548840798596038e-08,2.2349905e-06
20,1,6.651240798596155e-08,2.1807273e-06
20,1,6.75364079859627e-08,2.1284284e-06
20,1,6.856040798596387e-08,2.0780124e-06
20,1,6.958440798596503e-08,2.029401e-06
20,1,7.060840798596619e-08,1.9825206e-06
20,1,7.163240798596735e-08,1.9373008e-06
20,1,7.265640798596851e-08,1.8936746e-06
20,1,7.368040798596967e-08,1.8515782e-06
20,1,7.470440798597083e-08,1.8109507e-06
20,1,7.5728407985972e-08,1.7717343e-06
20,1,7.675240798597316e-08,1.733874e-06
20,1,7.777640798597432e-08,1.6973167e-06
20,1,7.880040798597548e-08,1.6620126e-06
20,1,7.982440798597664e-08,1.6279132e-06
20,1,8.08484079859778e-08,1.5949729e-06
20,1,8.187240798597896e-08,1.563148e-06
20,1,8.289640798598012e-08,1.5323963e-06
20,1,8.392040798598128e-08,1.5026778e-06
20,1,8.494440798598245e-08,1.4739544e-06
20,1,8.596840798598361e-08,1.4461891e-06
20,1,8.699240798598477e-08,1.4193469e-06
20,1,8.801640798598593e-08,1.3933941e-06
20,1,8.904040798598709e-08,1.3682984e-06
20,1,9.006440798598825e-08,1.3440289e-06
20,1,9.108840798598941e-08,1.320556e-06
20,1,9.211240798599057e-08,1.2978512e-06
20,1,9.313640798599173e-08,1.2758874e-06
20,1,9.41604079859929e-08,1.254638e-06
20,1,9.518440798599406e-08,1.2340784e-06
20,1,9.620840798599522e-08,1.2141841e-06
20,1,9.723240798599638e-08,1.1949319e-06
20,1,9.825640798599754e-08,1.1762996e-06
20,1,9.92804079859987e-08,1.1582658e-06
20,1,1.0030440798599986e-07,1.14081e-06
20,1,1.0132840798600102e-07,1.1239123e-06
20,1,1.0235240798600218e-07,1.1075535e-06
20,1,1.0337640798600335e-07,1.0917155e-06
20,1,1.0440040798600451e-07,1.0763806e-06
20,1,1.0542440798600567e-07,1.0615319e-06
20,1,1.0644840798600683e-07,1.0471529e-06
20,1,1.0747240798600799e-07,1.0332279e-06
20,1,1.0849640798600915e-07,1.0197418e-06
20,1,1.0952040798601031e-07,1.00668e-06
20,1,1.1054440798601147e-07,9.940284e-07
20,1,1.1156840798601264e-07,9.817735e-07
20,1,1.125924079860138e-07,9.699021e-07
20,1,1.1361640798601496e-07,9.584016e-07
20,1,1.1464040798601612e-07,9.4726005e-07
20,1,1.1566440798601728e-07,9.364655e-07
20,1,1.1668840798601844e-07,9.2600675e-07
20,1,1.177124079860196e-07,9.158729e-07
20,1,1.1873640798602076e-07,9.0605334e-07
20,1,1.1976040798602192e-07,8.965379e-07
20,1,1.2078440798602309e-07,8.8731696e-07
20,1,1.2180840798602425e-07,8.7838083e-07
20,1,1.228324079860254e-07,8.6972045e-07
20,1,1.2385640798602657e-07,8.6132707e-07
20,1,1.2488040798602773e-07,8.5319203e-07
20,1,1.259044079860289e-07,8.453071e-07
20,1,1.2692840798603005e-07,8.3766446e-07
20,1,1.2795240798603121e-07,8.302563e-07
20,1,1.2897640798603237e-07,8.2307514e-07
20,1,1.3000040798603354e-07,8.16114e-07
20,1,1.310244079860347e-07,8.093657e-07
20,1,1.3204840798603586e-07,8.028237e-07
20,1,1.3307240798603702e-07,7.9648146e-07
20,1,1.3409640798603818e-07,7.9033265e-07
20,1,1.3512040798603934e-07,7.843713e-07
20,1,1.361444079860405e-07,7.785915e-07
20,1,1.3716840798604166e-07,7.729876e-07
20,1,1.3819240798604282e-07,7.6755407e-07
20,1,1.3921640798604399e-07,7.6228565e-07
20,1,1.4024040798604515e-07,7.5717713e-07
20,1,1.412644079860463e-07,7.522236e-07
20,1,1.4228840798604747e-07,7.474203e-07
20,1,1.4331240798604863e-07,7.427625e-07
20,1,1.443364079860498e-07,7.382457e-07
20,1,1.4536040798605095e-07,7.338656e-07
20,1,1.4638440798605211e-07,7.296179e-07
20,1,1.4740840798605327e-07,7.254986e-07
20,1,1.4843240798605444e-07,7.215037e-07
20,1,1.494564079860556e-07,7.1762935e-07
20,1,1.5048040798605676e-07,7.138719e-07
20,1,1.5150440798605792e-07,7.102277e-07
20,1,1.5252840798605908e-07,7.066934e-07
20,1,1.5355240798606024e-07,7.032655e-07
20,1,1.545764079860614e-07,6.999408e-07
20,1,1.5560040798606256e-07,6.967162e-07
20,1,1.5662440798606373e-07,6.935885e-07
20,1,1.5764840798606489e-07,6.905549e-07
20,1,1.5867240798606605e-07,6.8761244e-07
20,1,1.596964079860672e-07,6.8475833e-07
20,1,1.6072040798606837e-07,6.8198995e-07
20,1,1.6174440798606953e-07,6.7930466e-07
20,1,1.627684079860707e-07,6.766999e-07
20,1,1.6379240798607185e-07,6.7417335e-07
20,1,1.6481640798607301e-07,6.717225e-07
20,1,1.6584040798607418e-07,6.6934507e-07
20,1,1.6686440798607534e-07,6.670389e-07
20,1,1.678884079860765e-07,6.6480175e-07
20,1,1.6891240798607766e-07,6.626316e-07
20,1,1.6993640798607882e-07,6.605264e-07
20,1,1.7096040798607998e-07,6.5848417e-07
20,1,1.7198440798608114e-07,6.5650306e-07
20,1,1.730084079860823e-07,6.545812e-07
20,1,1.7403240798608346e-07,6.527168e-07
20,1,1.7505640798608463e-07,6.509081e-07
20,1,1.7608040798608579e-07,6.491534e-07
20,1,1.7710440798608695e-07,6.4745115e-07
20,1,1.781284079860881e-07,6.4579973e-07
20,1,1.7915240798608927e-07,6.4419766e-07
20,1,1.8017640798609043e-07,6.4264333e-07
20,1,1.812004079860916e-07,6.4113544e-07
20,1,1.8222440798609275e-07,6.396725e-07
20,1,1.8324840798609391e-07,6.3825325e-07
20,1,1.8427240798609508e-07,6.3687634e-07
20,1,1.8529640798609624e-07,6.3554046e-07
20,1,1.863204079860974e-07,6.342444e-07
20,1,1.8734440798609856e-07,6.3298694e-07
20,1,1.8836840798609972e-07,6.31767e-07
20,1,1.8939240798610088e-07,6.3058343e-07
20,1,1.9041640798610204e-07,6.294351e-07
20,1,1.914404079861032e-07,6.2832095e-07
20,1,1.9246440798610436e-07,6.2723996e-07
20,1,1.9348840798610553e-07,6.261912e-07
20,1,1.945124079861067e-07,6.2517364e-07
20,1,1.9553640798610785e-07,6.241864e-07
20,1,1.96560407986109e-07,6.232285e-07
20,1,1.9758440798611017e-07,6.222991e-07
20,1,1.9860840798611133e-07,6.213974e-07
20,1,1.996324079861125e-07,6.2052254e-07
20,1,2.0065640798611365e-07,6.196737e-07
20,1,2.0168040798611481e-07,6.1885004e-07
20,1,2.0270440798611598e-07,6.1805093e-07
20,1,2.0372840798611714e-07,6.172756e-07
20,1,2.047524079861183e-07,6.1652327e-07
20,1,2.0577640798611946e-07,6.1579334e-07
20,1,2.0680040798612062e-07,6.1508507e-07
20,1,2.0782440798612178e-07,6.143979e-07
20,1,2.0884840798612294e-07,6.137311e-07
20,1,2.098724079861241e-07,6.130842e-07
20,1,2.1001140798612426e-07,6.1299784e-07
20,1,2.100119999800002e-07,6.129975e-07
20,3,0.0,6.075028e-07
20,3,1.0063107199787383e-09,6.075028e-07
20,3,2.030310719978806e-09,6.075028e-07
20,3,3.0543107199786967e-09,6.075028e-07
20,3,4.078310719978734e-09,6.075028e-07
20,3,5.102310719979048e-09,6.075028e-07
20,3,6.126310719979362e-09,6.075028e-07
20,3,7.150310719979676e-09,6.075028e-07
20,3,8.174310719979392e-09,6.075028e-07
20,3,9.198310719978859e-09,6.075028e-07
20,3,1e-08,6.075028e-07
20,3,1.000019999400018e-08,1.6082392e-06
20,3,1.000039998800136e-08,2.6116043e-06
20,3,1.0001907972768172e-08,1.0063349e-05
20,3,1.0003415957534983e-08,1.7047838e-05
20,3,1.0004415957534983e-08,2.1232854e-05
20,3,1.0005415957534982e-08,2.498934e-05
20,3,1.0006415957534982e-08,2.8298378e-05
20,3,1.0007415957534981e-08,3.116967e-05
20,3,1.000841595753498e-08,3.3631703e-05
20,3,1.000941595753498e-08,3.572335e-05
20,3,1.001041595753498e-08,3.7487636e-05
20,3,1.0011415957534979e-08,3.8967588e-05
20,3,1.0012415957534978e-08,4.020374e-05
20,3,1.0013415957534978e-08,4.1232855e-05
20,3,1.0014415957534977e-08,4.208742e-05
20,3,1.0015415957534977e-08,4.2795633e-05
20,3,1.0016415957534976e-08,4.338166e-05
20,3,1.0018415957534975e-08,4.4265817e-05
20,3,1.0020415957534974e-08,4.4867655e-05
20,3,1.0023415957534973e-08,4.5428456e-05
20,3,1.0025415957534972e-08,4.5596946e-05
20,3,1.0204415957534879e-08,4.4439763e-05
20,3,1.0715915957534613e-08,4.1286254e-05
20,3,1.1227415957534346e-08,3.8403763e-05
20,3,1.1228415957534346e-08,3.839838e-05
20,3,1.173991595753408e-08,3.576382e-05
20,3,1.2251415957533813e-08,3.335415e-05
20,3,1.2252415957533813e-08,3.3349646e-05
20,3,1.2763915957533547e-08,3.114406e-05
20,3,1.327541595753328e-08,2.9122675e-05
20,3,1.327641595753328e-08,2.9118892e-05
20,3,1.3787915957533014e-08,2.7264177e-05
20,3,1.4299415957532747e-08,2.555972e-05
20,3,1.4300415957532747e-08,2.5556525e-05
20,3,1.5324415957532914e-08,2.2539547e-05
20,3,1.6348415957534075e-08,1.996877e-05
20,3,1.736508922298381e-08,1.7779465e-05
20,3,1.8389089222984972e-08,1.587701e-05
20,3,1.9413089222986133e-08,1.42275585e-05
20,3,2.0437089222987295e-08,1.2790185e-05
20,3,2.1461089222988456e-08,1.1531766e-05
20,3,2.2485089222989617e-08,1.0425315e-05
20,3,2.3509089222990778e-08,9.448694e-06
20,3,2.453308922299194e-08,8.583618e-06
20,3,2.55570892229931e-08,7.814888e-06
20,3,2.658108922299426e-08,7.129781e-06
20,3,2.7605089222995423e-08,6.5175855e-06
20,3,2.8629089222996584e-08,5.9692297e-06
20,3,2.9653089222997745e-08,5.476986e-06
20,3,3.06770892229989e-08,5.0342383e-06
20,3,3.1701089223000064e-08,4.635294e-06
20,3,3.2725089223001225e-08,4.2752317e-06
20,3,3.3749089223002386e-08,3.949779e-06
20,3,3.477308922300355e-08,3.6552108e-06
20,3,3.579708922300471e-08,3.388268e-06
20,3,3.682108922300587e-08,3.146088e-06
20,3,3.784508922300703e-08,2.926149e-06
20,3,3.886908922300819e-08,2.7262215e-06
20,3,3.989308922300935e-08,2.5443303e-06
20,3,4.0917089223010514e-08,2.3787195e-06
20,3,4.1941089223011675e-08,2.2278246e-06
20,3,4.2965089223012836e-08,2.0902487e-06
20,3,4.3989089223014e-08,1.9647418e-06
20,3,4.501308922301516e-08,1.8501829e-06
20,3,4.603708922301632e-08,1.7455653e-06
20,3,4.706108922301748e-08,1.6499828e-06
20,3,4.808508922301864e-08,1.5626188e-06
20,3,4.91090892230198e-08,1.4827363e-06
20,3,5.0133089223020964e-08,1.409669e-06
20,3,5.1157089223022125e-08,1.3428144e-06
20,3,5.2181089223023286e-08,1.281626e-06
20,3,5.320508922302445e-08,1.225609e-06
20,3,5.422908922302561e-08,1.1743135e-06
20,3,5.525308922302677e-08,1.127331e-06
20,3,5.627708922302793e-08,1.08429e-06
20,3,5.730108922302909e-08,1.0448524e-06
20,3,5.832508922303025e-08,1.0087102e-06
20,3,5.9349089223031414e-08,9.755828e-07
20,3,6.037308922303258e-08,9.452143e-07
20,3,6.139708922303374e-08,9.1737127e-07
20,3,6.24210892230349e-08,8.9184044e-07
20,3,6.344508922303606e-08,8.6842726e-07
20,3,6.446908922303722e-08,8.469538e-07
20,3,6.549308922303838e-08,8.2725757e-07
20,3,6.651708922303954e-08,8.091898e-07
20,3,6.75410892230407e-08,7.926147e-07
20,3,6.856508922304186e-08,7.7740765e-07
20,3,6.958908922304303e-08,7.634549e-07
20,3,7.061308922304419e-08,7.506522e-07
20,3,7.163708922304535e-08,7.389041e-07
20,3,7.266108922304651e-08,7.281231e-07
20,3,7.368508922304767e-08,7.1822916e-07
20,3,7.470908922304883e-08,7.0914894e-07
20,3,7.573308922304999e-08,7.008152e-07
20,3,7.667808922305106e-08,6.9373317e-07
20,3,7.667866660666848e-08,6.93729e-07
20,5,0.0,6.1071705e-07
20,5,1.0063107199787383e-09,6.1071705e-07
20,5,2.030310719978806e-09,6.1071705e-07
20,5,3.0543107199786967e-09,6.1071705e-07
20,5,4.078310719978734e-09,6.1071705e-07
20,5,5.102310719979048e-09,6.1071705e-07
20,5,6.126310719979362e-09,6.1071705e-07
20,5,7.150310719979676e-09,6.1071705e-07
20,5,8.174310719979392e-09,6.1071705e-07
20,5,9.198310719978859e-09,6.1071705e-07
20,5,1e-08,6.1071705e-07
20,5,1.0000199990000501e-08,2.2771574e-06
20,5,1.0000399980002e-08,3.948525e-06
20,5,1.0001407954609624e-08,1.2320424e-05
20,5,1.0002415929217248e-08,2.0436304e-05
20,5,1.0003415929217247e-08,2.8055565e-05
20,5,1.0004415929217247e-08,3.5061086e-05
20,5,1.0005415929217246e-08,4.13551e-05
20,5,1.0006415929217246e-08,4.6903486e-05
20,5,1.0007415929217245e-08,5.1720614e-05
20,5,1.0008415929217245e-08,5.5852892e-05
20,5,1.0009415929217244e-08,5.9364615e-05
20,5,1.0010415929217244e-08,6.232739e-05
20,5,1.0011415929217243e-08,6.481306e-05
20,5,1.0012415929217243e-08,6.688946e-05
20,5,1.0013415929217242e-08,6.861819e-05
20,5,1.0014415929217242e-08,7.005376e-05
20,5,1.0015415929217241e-08,7.124346e-05
20,5,1.001641592921724e-08,7.222788e-05
20,5,1.001841592921724e-08,7.371309e-05
20,5,1.0020415929217238e-08,7.472397e-05
20,5,1.0023415929217237e-08,7.566577e-05
20,5,1.0025415929217236e-08,7.594413e-05
20,5,1.0204415929217143e-08,7.2749885e-05
20,5,1.0715915929216876e-08,6.442147e-05
20,5,1.122741592921661e-08,5.724565e-05
20,5,1.122841592921661e-08,5.723263e-05
20,5,1.1739915929216343e-08,5.104113e-05
20,5,1.2251415929216077e-08,4.5681714e-05
20,5,1.2252415929216077e-08,4.5671964e-05
20,5,1.276391592921581e-08,4.101618e-05
20,5,1.3275415929215544e-08,3.695418e-05
20,5,1.3276415929215544e-08,3.694676e-05
20,5,1.3781911929409464e-08,3.3427532e-05
20,5,1.4287407929603386e-08,3.0326424e-05
20,5,1.4288407929603386e-08,3.0320662e-05
20,5,1.479990792960346e-08,2.7547072e-05
20,5,1.5311407929603533e-08,2.5087427e-05
20,5,1.5312407929603535e-08,2.5082896e-05
20,5,1.5823907929604115e-08,2.2894012e-05
20,5,1.6335407929604695e-08,2.0939102e-05
20,5,1.6336407929604696e-08,2.0935488e-05
20,5,1.6847907929605276e-08,1.9184243e-05
20,5,1.7359407929605856e-08,1.7610555e-05
20,5,1.7360407929605857e-08,1.7607637e-05
20,5,1.7871907929606437e-08,1.6189846e-05
20,5,1.8383407929607017e-08,1.4909076e-05
20,5,1.8384407929607018e-08,1.49066955e-05
20,5,1.8895907929607598e-08,1.3747171e-05
20,5,1.9407407929608178e-08,1.2694987e-05
20,5,1.940840792960818e-08,1.2693027e-05
20,5,1.991990792960876e-08,1.1736488e-05
20,5,2.043140792960934e-08,1.0865169e-05
20,5,2.043240792960934e-08,1.0863543e-05
20,5,2.094390792960992e-08,1.0068623e-05
20,5,2.14554079296105e-08,9.34216e-06
20,5,2.14564079296105e-08,9.3408025e-06
20,5,2.196790792961108e-08,8.6760365e-06
20,5,2.247940792961166e-08,8.066828e-06
20,5,2.2480407929611662e-08,8.065688e-06
20,5,2.3504407929612824e-08,6.9924113e-06
20,5,2.4528407929613985e-08,6.085035e-06
20,5,2.5552407929615146e-08,5.3150175e-06
20,5,2.6576407929616307e-08,4.6594514e-06
20,5,2.7600407929617468e-08,4.099775e-06
20,5,2.862440792961863e-08,3.6208228e-06
20,5,2.964840792961979e-08,3.2101095e-06
20,5,3.067240792962095e-08,2.8572902e-06
20,5,3.169640792962211e-08,2.5537418e-06
20,5,3.272040792962327e-08,2.2922393e-06
20,5,3.374440792962443e-08,2.066703e-06
20,5,3.476840792962559e-08,1.8719946e-06
20,5,3.5792407929626754e-08,1.7037576e-06
20,5,3.6816407929627915e-08,1.5582857e-06
20,5,3.7840407929629076e-08,1.4324186e-06
20,5,3.886440792963024e-08,1.3234537e-06
20,5,3.98884079296314e-08,1.2290762e-06
20,5,4.091240792963256e-08,1.1472996e-06
20,5,4.193640792963372e-08,1.0764156e-06
20,5,4.296040792963488e-08,1.0149543e-06
20,5,4.398440792963604e-08,9.616487e-07
20,5,4.5008407929637204e-08,9.154056e-07
20,5,4.6032407929638365e-08,8.752812e-07
20,5,4.7056407929639526e-08,8.4045973e-07
20,5,4.808040792964069e-08,8.1023563e-07
20,5,4.910440792964185e-08,7.839985e-07
20,5,5.001140792964288e-08,7.6366246e-07
20,5,5.001199990000501e-08,7.6365e-07
20,7,0.0,6.12105e-07
20,7,1.0063107199787383e-09,6.12105e-07
20,7,2.030310719978806e-09,6.12105e-07
20,7,3.0543107199786967e-09,6.12105e-07
20,7,4.078310719978734e-09,6.12105e-07
20,7,5.102310719979048e-09,6.12105e-07
20,7,6.126310719979362e-09,6.12105e-07
20,7,7.150310719979676e-09,6.12105e-07
20,7,8.174310719979392e-09,6.12105e-07
20,7,9.198310719978859e-09,6.12105e-07
20,7,1e-08,6.12105e-07
20,7,1.000019998600098e-08,2.9441228e-06
20,7,1.000039997200296e-08,5.283353e-06
20,7,1.0001407936451799e-08,1.700604e-05
20,7,1.0002415900900635e-08,2.8377412e-05
20,7,1.0003415900900635e-08,3.9057737e-05
20,7,1.0004415900900634e-08,4.8882135e-05
20,7,1.0005415900900634e-08,5.771188e-05
20,7,1.0006415900900633e-08,6.549773e-05
20,7,1.0007415900900633e-08,7.225877e-05
20,7,1.0008415900900632e-08,7.805941e-05
20,7,1.0009415900900632e-08,8.298939e-05
20,7,1.0010415900900631e-08,8.714893e-05
20,7,1.001141590090063e-08,9.063873e-05
20,7,1.001241590090063e-08,9.355393e-05
20,7,1.001341590090063e-08,9.598096e-05
20,7,1.0014415900900629e-08,9.799633e-05
20,7,1.0015415900900629e-08,9.9666475e-05
20,7,1.0016415900900628e-08,0.000101048354
20,7,1.0018415900900627e-08,0.000103133054
20,7,1.0020415900900626e-08,0.00010455177
20,7,1.0023415900900624e-08,0.0001058733
20,7,1.0025415900900623e-08,0.00010625743
20,7,1.020441590090053e-08,0.000100052115
20,7,1.0715915900900263e-08,8.4526844e-05
20,7,1.1227415900899998e-08,7.190583e-05
20,7,1.1228415900899997e-08,7.1883595e-05
20,7,1.173991590089973e-08,6.1573e-05
20,7,1.2251415900899465e-08,5.3086012e-05
20,7,1.2252415900899464e-08,5.307094e-05
20,7,1.2757983329744505e-08,4.610294e-05
20,7,1.3263550758589545e-08,4.0260413e-05
20,7,1.3264550758589544e-08,4.024982e-05
20,7,1.3776050758589277e-08,3.526095e-05
